CaseID,ActivityID,CompleteTimestamp
0,12,2010-12-01 00:00:05
0,13,2010-12-01 00:00:10
0,14,2010-12-01 00:00:15
0,15,2010-12-01 00:00:20
1,10,2010-12-01 00:00:25
1,8,2010-12-01 00:00:30
1,1,2010-12-01 00:00:35
1,0,2010-12-01 00:00:40
1,11,2010-12-01 00:00:45
2,12,2010-12-01 00:00:50
2,13,2010-12-01 00:00:55
2,14,2010-12-01 00:01:00
2,15,2010-12-01 00:01:05
3,5,2010-12-01 00:01:10
3,6,2010-12-01 00:01:15
3,7,2010-12-01 00:01:20
4,8,2010-12-01 00:01:25
4,1,2010-12-01 00:01:30
4,11,2010-12-01 00:01:35
4,0,2010-12-01 00:01:40
4,10,2010-12-01 00:01:45
5,5,2010-12-01 00:01:50
5,6,2010-12-01 00:01:55
5,7,2010-12-01 00:02:00
6,6,2010-12-01 00:02:05
6,5,2010-12-01 00:02:10
6,7,2010-12-01 00:02:15
7,2,2010-12-01 00:02:20
7,3,2010-12-01 00:02:25
7,4,2010-12-01 00:02:30
8,6,2010-12-01 00:02:35
8,5,2010-12-01 00:02:40
8,7,2010-12-01 00:02:45
9,1,2010-12-01 00:02:50
9,0,2010-12-01 00:02:55
9,11,2010-12-01 00:03:00
9,10,2010-12-01 00:03:05
9,8,2010-12-01 00:03:10
10,12,2010-12-01 00:03:15
10,13,2010-12-01 00:03:20
10,14,2010-12-01 00:03:25
10,15,2010-12-01 00:03:30
11,5,2010-12-01 00:03:35
11,6,2010-12-01 00:03:40
11,7,2010-12-01 00:03:45
12,12,2010-12-01 00:03:50
12,13,2010-12-01 00:03:55
12,14,2010-12-01 00:04:00
12,15,2010-12-01 00:04:05
13,11,2010-12-01 00:04:10
13,10,2010-12-01 00:04:15
13,8,2010-12-01 00:04:20
13,1,2010-12-01 00:04:25
13,0,2010-12-01 00:04:30
14,5,2010-12-01 00:04:35
14,6,2010-12-01 00:04:40
14,7,2010-12-01 00:04:45
15,2,2010-12-01 00:04:50
15,3,2010-12-01 00:04:55
15,4,2010-12-01 00:05:00
16,6,2010-12-01 00:05:05
16,5,2010-12-01 00:05:10
16,7,2010-12-01 00:05:15
17,11,2010-12-01 00:05:20
17,10,2010-12-01 00:05:25
17,1,2010-12-01 00:05:30
17,9,2010-12-01 00:05:35
17,0,2010-12-01 00:05:40
18,10,2010-12-01 00:05:45
18,8,2010-12-01 00:05:50
18,11,2010-12-01 00:05:55
18,0,2010-12-01 00:06:00
18,1,2010-12-01 00:06:05
19,12,2010-12-01 00:06:10
19,13,2010-12-01 00:06:15
19,14,2010-12-01 00:06:20
19,15,2010-12-01 00:06:25
20,6,2010-12-01 00:06:30
20,5,2010-12-01 00:06:35
20,7,2010-12-01 00:06:40
