CaseID,ActivityID,CompleteTimestamp
0,0,2010-12-01 00:00:05
0,1,2010-12-01 00:00:10
0,2,2010-12-01 00:00:15
0,3,2010-12-01 00:00:20
0,4,2010-12-01 00:00:25
0,6,2010-12-01 00:00:30
1,0,2010-12-01 00:00:35
1,1,2010-12-01 00:00:40
1,2,2010-12-01 00:00:45
1,4,2010-12-01 00:00:50
1,3,2010-12-01 00:00:55
1,5,2010-12-01 00:01:00
2,0,2010-12-01 00:01:05
2,1,2010-12-01 00:01:10
2,2,2010-12-01 00:01:15
2,4,2010-12-01 00:01:20
2,3,2010-12-01 00:01:25
2,6,2010-12-01 00:01:30
3,0,2010-12-01 00:01:35
3,1,2010-12-01 00:01:40
3,2,2010-12-01 00:01:45
3,4,2010-12-01 00:01:50
3,3,2010-12-01 00:01:55
3,6,2010-12-01 00:02:00
4,0,2010-12-01 00:02:05
4,1,2010-12-01 00:02:10
4,2,2010-12-01 00:02:15
4,3,2010-12-01 00:02:20
4,4,2010-12-01 00:02:25
4,6,2010-12-01 00:02:30
5,0,2010-12-01 00:02:35
5,1,2010-12-01 00:02:40
5,2,2010-12-01 00:02:45
5,4,2010-12-01 00:02:50
5,3,2010-12-01 00:02:55
5,6,2010-12-01 00:03:00
6,0,2010-12-01 00:03:05
6,1,2010-12-01 00:03:10
6,2,2010-12-01 00:03:15
6,3,2010-12-01 00:03:20
6,4,2010-12-01 00:03:25
6,5,2010-12-01 00:03:30
7,0,2010-12-01 00:03:35
7,1,2010-12-01 00:03:40
7,2,2010-12-01 00:03:45
7,3,2010-12-01 00:03:50
7,4,2010-12-01 00:03:55
7,6,2010-12-01 00:04:00
8,0,2010-12-01 00:04:05
8,1,2010-12-01 00:04:10
8,2,2010-12-01 00:04:15
8,3,2010-12-01 00:04:20
8,4,2010-12-01 00:04:25
8,5,2010-12-01 00:04:30
9,0,2010-12-01 00:04:35
9,1,2010-12-01 00:04:40
9,2,2010-12-01 00:04:45
9,3,2010-12-01 00:04:50
9,4,2010-12-01 00:04:55
9,7,2010-12-01 00:05:00
10,0,2010-12-01 00:05:05
10,1,2010-12-01 00:05:10
10,2,2010-12-01 00:05:15
10,4,2010-12-01 00:05:20
10,3,2010-12-01 00:05:25
10,7,2010-12-01 00:05:30
11,0,2010-12-01 00:05:35
11,1,2010-12-01 00:05:40
11,2,2010-12-01 00:05:45
11,4,2010-12-01 00:05:50
11,3,2010-12-01 00:05:55
11,7,2010-12-01 00:06:00
12,0,2010-12-01 00:06:05
12,1,2010-12-01 00:06:10
12,2,2010-12-01 00:06:15
12,4,2010-12-01 00:06:20
12,3,2010-12-01 00:06:25
12,7,2010-12-01 00:06:30
13,0,2010-12-01 00:06:35
13,1,2010-12-01 00:06:40
13,2,2010-12-01 00:06:45
13,3,2010-12-01 00:06:50
13,4,2010-12-01 00:06:55
13,7,2010-12-01 00:07:00
14,0,2010-12-01 00:07:05
14,1,2010-12-01 00:07:10
14,2,2010-12-01 00:07:15
14,4,2010-12-01 00:07:20
14,3,2010-12-01 00:07:25
14,7,2010-12-01 00:07:30
15,0,2010-12-01 00:07:35
15,1,2010-12-01 00:07:40
15,2,2010-12-01 00:07:45
15,3,2010-12-01 00:07:50
15,4,2010-12-01 00:07:55
15,6,2010-12-01 00:08:00
16,0,2010-12-01 00:08:05
16,1,2010-12-01 00:08:10
16,2,2010-12-01 00:08:15
16,3,2010-12-01 00:08:20
16,4,2010-12-01 00:08:25
16,6,2010-12-01 00:08:30
17,0,2010-12-01 00:08:35
17,1,2010-12-01 00:08:40
17,2,2010-12-01 00:08:45
17,4,2010-12-01 00:08:50
17,3,2010-12-01 00:08:55
17,5,2010-12-01 00:09:00
18,0,2010-12-01 00:09:05
18,1,2010-12-01 00:09:10
18,2,2010-12-01 00:09:15
18,4,2010-12-01 00:09:20
18,3,2010-12-01 00:09:25
18,5,2010-12-01 00:09:30
19,0,2010-12-01 00:09:35
19,1,2010-12-01 00:09:40
19,2,2010-12-01 00:09:45
19,4,2010-12-01 00:09:50
19,3,2010-12-01 00:09:55
19,7,2010-12-01 00:10:00
20,0,2010-12-01 00:10:05
20,1,2010-12-01 00:10:10
20,2,2010-12-01 00:10:15
20,3,2010-12-01 00:10:20
20,4,2010-12-01 00:10:25
20,7,2010-12-01 00:10:30
21,0,2010-12-01 00:10:35
21,1,2010-12-01 00:10:40
21,2,2010-12-01 00:10:45
21,3,2010-12-01 00:10:50
21,4,2010-12-01 00:10:55
21,5,2010-12-01 00:11:00
22,0,2010-12-01 00:11:05
22,1,2010-12-01 00:11:10
22,2,2010-12-01 00:11:15
22,4,2010-12-01 00:11:20
22,3,2010-12-01 00:11:25
22,5,2010-12-01 00:11:30
23,0,2010-12-01 00:11:35
23,1,2010-12-01 00:11:40
23,2,2010-12-01 00:11:45
23,3,2010-12-01 00:11:50
23,4,2010-12-01 00:11:55
23,5,2010-12-01 00:12:00
24,0,2010-12-01 00:12:05
24,1,2010-12-01 00:12:10
24,2,2010-12-01 00:12:15
24,3,2010-12-01 00:12:20
24,4,2010-12-01 00:12:25
24,7,2010-12-01 00:12:30
25,0,2010-12-01 00:12:35
25,1,2010-12-01 00:12:40
25,2,2010-12-01 00:12:45
25,4,2010-12-01 00:12:50
25,3,2010-12-01 00:12:55
25,5,2010-12-01 00:13:00
26,0,2010-12-01 00:13:05
26,1,2010-12-01 00:13:10
26,2,2010-12-01 00:13:15
26,4,2010-12-01 00:13:20
26,3,2010-12-01 00:13:25
26,5,2010-12-01 00:13:30
27,0,2010-12-01 00:13:35
27,1,2010-12-01 00:13:40
27,2,2010-12-01 00:13:45
27,3,2010-12-01 00:13:50
27,4,2010-12-01 00:13:55
27,6,2010-12-01 00:14:00
28,0,2010-12-01 00:14:05
28,1,2010-12-01 00:14:10
28,2,2010-12-01 00:14:15
28,3,2010-12-01 00:14:20
28,4,2010-12-01 00:14:25
28,6,2010-12-01 00:14:30
29,0,2010-12-01 00:14:35
29,1,2010-12-01 00:14:40
29,2,2010-12-01 00:14:45
29,4,2010-12-01 00:14:50
29,3,2010-12-01 00:14:55
29,7,2010-12-01 00:15:00
30,0,2010-12-01 00:15:05
30,1,2010-12-01 00:15:10
30,2,2010-12-01 00:15:15
30,3,2010-12-01 00:15:20
30,4,2010-12-01 00:15:25
30,6,2010-12-01 00:15:30
31,0,2010-12-01 00:15:35
31,1,2010-12-01 00:15:40
31,2,2010-12-01 00:15:45
31,4,2010-12-01 00:15:50
31,3,2010-12-01 00:15:55
31,5,2010-12-01 00:16:00
32,0,2010-12-01 00:16:05
32,1,2010-12-01 00:16:10
32,2,2010-12-01 00:16:15
32,4,2010-12-01 00:16:20
32,3,2010-12-01 00:16:25
32,5,2010-12-01 00:16:30
33,0,2010-12-01 00:16:35
33,1,2010-12-01 00:16:40
33,2,2010-12-01 00:16:45
33,4,2010-12-01 00:16:50
33,3,2010-12-01 00:16:55
33,6,2010-12-01 00:17:00
34,0,2010-12-01 00:17:05
34,1,2010-12-01 00:17:10
34,2,2010-12-01 00:17:15
34,4,2010-12-01 00:17:20
34,3,2010-12-01 00:17:25
34,7,2010-12-01 00:17:30
35,0,2010-12-01 00:17:35
35,1,2010-12-01 00:17:40
35,2,2010-12-01 00:17:45
35,3,2010-12-01 00:17:50
35,4,2010-12-01 00:17:55
35,6,2010-12-01 00:18:00
36,0,2010-12-01 00:18:05
36,1,2010-12-01 00:18:10
36,2,2010-12-01 00:18:15
36,3,2010-12-01 00:18:20
36,4,2010-12-01 00:18:25
36,6,2010-12-01 00:18:30
37,0,2010-12-01 00:18:35
37,1,2010-12-01 00:18:40
37,2,2010-12-01 00:18:45
37,4,2010-12-01 00:18:50
37,3,2010-12-01 00:18:55
37,5,2010-12-01 00:19:00
38,0,2010-12-01 00:19:05
38,1,2010-12-01 00:19:10
38,2,2010-12-01 00:19:15
38,4,2010-12-01 00:19:20
38,3,2010-12-01 00:19:25
38,6,2010-12-01 00:19:30
39,0,2010-12-01 00:19:35
39,1,2010-12-01 00:19:40
39,2,2010-12-01 00:19:45
39,4,2010-12-01 00:19:50
39,3,2010-12-01 00:19:55
39,7,2010-12-01 00:20:00
40,0,2010-12-01 00:20:05
40,1,2010-12-01 00:20:10
40,2,2010-12-01 00:20:15
40,4,2010-12-01 00:20:20
40,3,2010-12-01 00:20:25
40,5,2010-12-01 00:20:30
41,0,2010-12-01 00:20:35
41,1,2010-12-01 00:20:40
41,2,2010-12-01 00:20:45
41,4,2010-12-01 00:20:50
41,3,2010-12-01 00:20:55
41,5,2010-12-01 00:21:00
42,0,2010-12-01 00:21:05
42,1,2010-12-01 00:21:10
42,2,2010-12-01 00:21:15
42,3,2010-12-01 00:21:20
42,4,2010-12-01 00:21:25
42,7,2010-12-01 00:21:30
43,0,2010-12-01 00:21:35
43,1,2010-12-01 00:21:40
43,2,2010-12-01 00:21:45
43,4,2010-12-01 00:21:50
43,3,2010-12-01 00:21:55
43,7,2010-12-01 00:22:00
44,0,2010-12-01 00:22:05
44,1,2010-12-01 00:22:10
44,2,2010-12-01 00:22:15
44,3,2010-12-01 00:22:20
44,4,2010-12-01 00:22:25
44,5,2010-12-01 00:22:30
45,0,2010-12-01 00:22:35
45,1,2010-12-01 00:22:40
45,2,2010-12-01 00:22:45
45,3,2010-12-01 00:22:50
45,4,2010-12-01 00:22:55
45,5,2010-12-01 00:23:00
46,0,2010-12-01 00:23:05
46,1,2010-12-01 00:23:10
46,2,2010-12-01 00:23:15
46,4,2010-12-01 00:23:20
46,3,2010-12-01 00:23:25
46,6,2010-12-01 00:23:30
47,0,2010-12-01 00:23:35
47,1,2010-12-01 00:23:40
47,2,2010-12-01 00:23:45
47,3,2010-12-01 00:23:50
47,4,2010-12-01 00:23:55
47,7,2010-12-01 00:24:00
48,0,2010-12-01 00:24:05
48,1,2010-12-01 00:24:10
48,2,2010-12-01 00:24:15
48,3,2010-12-01 00:24:20
48,4,2010-12-01 00:24:25
48,6,2010-12-01 00:24:30
49,0,2010-12-01 00:24:35
49,1,2010-12-01 00:24:40
49,2,2010-12-01 00:24:45
49,4,2010-12-01 00:24:50
49,3,2010-12-01 00:24:55
49,5,2010-12-01 00:25:00
50,0,2010-12-01 00:25:05
50,1,2010-12-01 00:25:10
50,2,2010-12-01 00:25:15
50,4,2010-12-01 00:25:20
50,3,2010-12-01 00:25:25
50,6,2010-12-01 00:25:30
51,0,2010-12-01 00:25:35
51,1,2010-12-01 00:25:40
51,2,2010-12-01 00:25:45
51,4,2010-12-01 00:25:50
51,3,2010-12-01 00:25:55
51,6,2010-12-01 00:26:00
52,0,2010-12-01 00:26:05
52,1,2010-12-01 00:26:10
52,2,2010-12-01 00:26:15
52,4,2010-12-01 00:26:20
52,3,2010-12-01 00:26:25
52,5,2010-12-01 00:26:30
53,0,2010-12-01 00:26:35
53,1,2010-12-01 00:26:40
53,2,2010-12-01 00:26:45
53,4,2010-12-01 00:26:50
53,3,2010-12-01 00:26:55
53,5,2010-12-01 00:27:00
54,0,2010-12-01 00:27:05
54,1,2010-12-01 00:27:10
54,2,2010-12-01 00:27:15
54,3,2010-12-01 00:27:20
54,4,2010-12-01 00:27:25
54,6,2010-12-01 00:27:30
55,0,2010-12-01 00:27:35
55,1,2010-12-01 00:27:40
55,2,2010-12-01 00:27:45
55,3,2010-12-01 00:27:50
55,4,2010-12-01 00:27:55
55,6,2010-12-01 00:28:00
56,0,2010-12-01 00:28:05
56,1,2010-12-01 00:28:10
56,2,2010-12-01 00:28:15
56,3,2010-12-01 00:28:20
56,4,2010-12-01 00:28:25
56,7,2010-12-01 00:28:30
57,0,2010-12-01 00:28:35
57,1,2010-12-01 00:28:40
57,2,2010-12-01 00:28:45
57,3,2010-12-01 00:28:50
57,4,2010-12-01 00:28:55
57,6,2010-12-01 00:29:00
58,0,2010-12-01 00:29:05
58,1,2010-12-01 00:29:10
58,2,2010-12-01 00:29:15
58,3,2010-12-01 00:29:20
58,4,2010-12-01 00:29:25
58,7,2010-12-01 00:29:30
59,0,2010-12-01 00:29:35
59,1,2010-12-01 00:29:40
59,2,2010-12-01 00:29:45
59,4,2010-12-01 00:29:50
59,3,2010-12-01 00:29:55
59,6,2010-12-01 00:30:00
60,0,2010-12-01 00:30:05
60,1,2010-12-01 00:30:10
60,2,2010-12-01 00:30:15
60,4,2010-12-01 00:30:20
60,3,2010-12-01 00:30:25
60,7,2010-12-01 00:30:30
61,0,2010-12-01 00:30:35
61,1,2010-12-01 00:30:40
61,2,2010-12-01 00:30:45
61,4,2010-12-01 00:30:50
61,3,2010-12-01 00:30:55
61,6,2010-12-01 00:31:00
62,0,2010-12-01 00:31:05
62,1,2010-12-01 00:31:10
62,2,2010-12-01 00:31:15
