CaseID,ActivityID,CompleteTimestamp
0,6,2010-12-01 00:00:05
1,6,2010-12-01 00:00:10
2,3,2010-12-01 00:00:15
3,2,2010-12-01 00:00:20
4,1,2010-12-01 00:00:25
4,0,2010-12-01 00:00:30
5,2,2010-12-01 00:00:35
6,3,2010-12-01 00:00:40
7,5,2010-12-01 00:00:45
8,1,2010-12-01 00:00:50
8,0,2010-12-01 00:00:55
9,7,2010-12-01 00:01:00
10,7,2010-12-01 00:01:05
11,7,2010-12-01 00:01:10
12,4,2010-12-01 00:01:15
13,4,2010-12-01 00:01:20
14,2,2010-12-01 00:01:25
15,2,2010-12-01 00:01:30
16,2,2010-12-01 00:01:35
17,7,2010-12-01 00:01:40
18,4,2010-12-01 00:01:45
19,1,2010-12-01 00:01:50
19,0,2010-12-01 00:01:55
20,5,2010-12-01 00:02:00
21,6,2010-12-01 00:02:05
22,4,2010-12-01 00:02:10
23,0,2010-12-01 00:02:15
23,1,2010-12-01 00:02:20
24,7,2010-12-01 00:02:25
25,4,2010-12-01 00:02:30
26,7,2010-12-01 00:02:35
27,0,2010-12-01 00:02:40
27,1,2010-12-01 00:02:45
28,5,2010-12-01 00:02:50
29,6,2010-12-01 00:02:55
30,5,2010-12-01 00:03:00
31,5,2010-12-01 00:03:05
32,1,2010-12-01 00:03:10
32,0,2010-12-01 00:03:15
33,2,2010-12-01 00:03:20
34,1,2010-12-01 00:03:25
34,0,2010-12-01 00:03:30
35,7,2010-12-01 00:03:35
36,7,2010-12-01 00:03:40
37,6,2010-12-01 00:03:45
38,5,2010-12-01 00:03:50
39,4,2010-12-01 00:03:55
40,7,2010-12-01 00:04:00
41,5,2010-12-01 00:04:05
42,7,2010-12-01 00:04:10
43,5,2010-12-01 00:04:15
44,2,2010-12-01 00:04:20
45,5,2010-12-01 00:04:25
46,3,2010-12-01 00:04:30
47,4,2010-12-01 00:04:35
48,2,2010-12-01 00:04:40
49,5,2010-12-01 00:04:45
50,1,2010-12-01 00:04:50
50,0,2010-12-01 00:04:55
51,6,2010-12-01 00:05:00
52,3,2010-12-01 00:05:05
53,7,2010-12-01 00:05:10
54,5,2010-12-01 00:05:15
55,4,2010-12-01 00:05:20
56,7,2010-12-01 00:05:25
57,1,2010-12-01 00:05:30
57,0,2010-12-01 00:05:35
58,3,2010-12-01 00:05:40
59,5,2010-12-01 00:05:45
60,2,2010-12-01 00:05:50
61,2,2010-12-01 00:05:55
62,4,2010-12-01 00:06:00
63,1,2010-12-01 00:06:05
63,0,2010-12-01 00:06:10
