CaseID,ActivityID,CompleteTimestamp
0,1,2010-12-01 00:00:05
0,0,2010-12-01 00:00:10
0,2,2010-12-01 00:00:15
1,7,2010-12-01 00:00:20
2,6,2010-12-01 00:00:25
3,6,2010-12-01 00:00:30
4,7,2010-12-01 00:00:35
5,0,2010-12-01 00:00:40
5,1,2010-12-01 00:00:45
5,2,2010-12-01 00:00:50
6,6,2010-12-01 00:00:55
7,6,2010-12-01 00:01:00
8,3,2010-12-01 00:01:05
8,4,2010-12-01 00:01:10
9,3,2010-12-01 00:01:15
9,4,2010-12-01 00:01:20
10,3,2010-12-01 00:01:25
10,4,2010-12-01 00:01:30
11,3,2010-12-01 00:01:35
11,4,2010-12-01 00:01:40
11,5,2010-12-01 00:01:45
11,3,2010-12-01 00:01:50
11,4,2010-12-01 00:01:55
11,5,2010-12-01 00:02:00
11,3,2010-12-01 00:02:05
11,4,2010-12-01 00:02:10
12,7,2010-12-01 00:02:15
13,6,2010-12-01 00:02:20
14,7,2010-12-01 00:02:25
15,7,2010-12-01 00:02:30
16,1,2010-12-01 00:02:35
16,0,2010-12-01 00:02:40
16,2,2010-12-01 00:02:45
17,0,2010-12-01 00:02:50
17,1,2010-12-01 00:02:55
17,2,2010-12-01 00:03:00
18,1,2010-12-01 00:03:05
18,0,2010-12-01 00:03:10
18,2,2010-12-01 00:03:15
19,3,2010-12-01 00:03:20
19,4,2010-12-01 00:03:25
19,5,2010-12-01 00:03:30
19,3,2010-12-01 00:03:35
19,4,2010-12-01 00:03:40
20,6,2010-12-01 00:03:45
21,3,2010-12-01 00:03:50
21,4,2010-12-01 00:03:55
21,5,2010-12-01 00:04:00
21,3,2010-12-01 00:04:05
21,4,2010-12-01 00:04:10
22,3,2010-12-01 00:04:15
22,4,2010-12-01 00:04:20
22,5,2010-12-01 00:04:25
22,3,2010-12-01 00:04:30
22,4,2010-12-01 00:04:35
22,5,2010-12-01 00:04:40
22,3,2010-12-01 00:04:45
22,4,2010-12-01 00:04:50
23,1,2010-12-01 00:04:55
23,2,2010-12-01 00:05:00
23,0,2010-12-01 00:05:05
24,1,2010-12-01 00:05:10
24,0,2010-12-01 00:05:15
24,2,2010-12-01 00:05:20
25,7,2010-12-01 00:05:25
26,6,2010-12-01 00:05:30
27,0,2010-12-01 00:05:35
27,1,2010-12-01 00:05:40
27,2,2010-12-01 00:05:45
28,3,2010-12-01 00:05:50
28,4,2010-12-01 00:05:55
29,7,2010-12-01 00:06:00
30,1,2010-12-01 00:06:05
30,0,2010-12-01 00:06:10
30,2,2010-12-01 00:06:15
31,6,2010-12-01 00:06:20
32,6,2010-12-01 00:06:25
33,1,2010-12-01 00:06:30
33,0,2010-12-01 00:06:35
33,2,2010-12-01 00:06:40
34,6,2010-12-01 00:06:45
35,7,2010-12-01 00:06:50
36,0,2010-12-01 00:06:55
36,1,2010-12-01 00:07:00
36,2,2010-12-01 00:07:05
37,6,2010-12-01 00:07:10
38,6,2010-12-01 00:07:15
39,6,2010-12-01 00:07:20
40,7,2010-12-01 00:07:25
41,3,2010-12-01 00:07:30
41,4,2010-12-01 00:07:35
42,7,2010-12-01 00:07:40
43,7,2010-12-01 00:07:45
44,3,2010-12-01 00:07:50
44,4,2010-12-01 00:07:55
45,1,2010-12-01 00:08:00
45,2,2010-12-01 00:08:05
45,0,2010-12-01 00:08:10
46,6,2010-12-01 00:08:15
47,7,2010-12-01 00:08:20
48,1,2010-12-01 00:08:25
48,2,2010-12-01 00:08:30
48,0,2010-12-01 00:08:35
49,6,2010-12-01 00:08:40
50,6,2010-12-01 00:08:45
51,3,2010-12-01 00:08:50
51,4,2010-12-01 00:08:55
52,0,2010-12-01 00:09:00
52,1,2010-12-01 00:09:05
52,2,2010-12-01 00:09:10
53,6,2010-12-01 00:09:15
54,7,2010-12-01 00:09:20
55,7,2010-12-01 00:09:25
56,7,2010-12-01 00:09:30
57,7,2010-12-01 00:09:35
58,3,2010-12-01 00:09:40
58,4,2010-12-01 00:09:45
59,7,2010-12-01 00:09:50
60,7,2010-12-01 00:09:55
61,6,2010-12-01 00:10:00
62,0,2010-12-01 00:10:05
62,1,2010-12-01 00:10:10
62,2,2010-12-01 00:10:15
63,1,2010-12-01 00:10:20
63,0,2010-12-01 00:10:25
63,2,2010-12-01 00:10:30
