CaseID,ActivityID,CompleteTimestamp
0,1,2010-12-01 00:00:05
0,2,2010-12-01 00:00:10
0,4,2010-12-01 00:00:15
0,5,2010-12-01 00:00:20
0,6,2010-12-01 00:00:25
0,7,2010-12-01 00:00:30
1,0,2010-12-01 00:00:35
1,2,2010-12-01 00:00:40
1,4,2010-12-01 00:00:45
1,5,2010-12-01 00:00:50
1,6,2010-12-01 00:00:55
1,7,2010-12-01 00:01:00
2,0,2010-12-01 00:01:05
2,2,2010-12-01 00:01:10
2,4,2010-12-01 00:01:15
2,5,2010-12-01 00:01:20
2,6,2010-12-01 00:01:25
2,7,2010-12-01 00:01:30
3,0,2010-12-01 00:01:35
3,3,2010-12-01 00:01:40
3,4,2010-12-01 00:01:45
3,5,2010-12-01 00:01:50
3,6,2010-12-01 00:01:55
3,7,2010-12-01 00:02:00
4,1,2010-12-01 00:02:05
4,3,2010-12-01 00:02:10
4,4,2010-12-01 00:02:15
4,5,2010-12-01 00:02:20
4,6,2010-12-01 00:02:25
4,7,2010-12-01 00:02:30
5,0,2010-12-01 00:02:35
5,2,2010-12-01 00:02:40
5,4,2010-12-01 00:02:45
5,5,2010-12-01 00:02:50
5,6,2010-12-01 00:02:55
5,7,2010-12-01 00:03:00
6,1,2010-12-01 00:03:05
6,2,2010-12-01 00:03:10
6,4,2010-12-01 00:03:15
6,5,2010-12-01 00:03:20
6,6,2010-12-01 00:03:25
6,7,2010-12-01 00:03:30
7,1,2010-12-01 00:03:35
7,3,2010-12-01 00:03:40
7,4,2010-12-01 00:03:45
7,5,2010-12-01 00:03:50
7,6,2010-12-01 00:03:55
7,7,2010-12-01 00:04:00
8,1,2010-12-01 00:04:05
8,3,2010-12-01 00:04:10
8,4,2010-12-01 00:04:15
8,5,2010-12-01 00:04:20
8,6,2010-12-01 00:04:25
8,7,2010-12-01 00:04:30
9,1,2010-12-01 00:04:35
9,2,2010-12-01 00:04:40
9,4,2010-12-01 00:04:45
9,5,2010-12-01 00:04:50
9,6,2010-12-01 00:04:55
9,7,2010-12-01 00:05:00
10,0,2010-12-01 00:05:05
10,3,2010-12-01 00:05:10
10,4,2010-12-01 00:05:15
10,5,2010-12-01 00:05:20
10,6,2010-12-01 00:05:25
10,7,2010-12-01 00:05:30
11,0,2010-12-01 00:05:35
11,2,2010-12-01 00:05:40
11,4,2010-12-01 00:05:45
11,5,2010-12-01 00:05:50
11,6,2010-12-01 00:05:55
11,7,2010-12-01 00:06:00
12,0,2010-12-01 00:06:05
12,2,2010-12-01 00:06:10
12,4,2010-12-01 00:06:15
12,5,2010-12-01 00:06:20
12,6,2010-12-01 00:06:25
12,7,2010-12-01 00:06:30
13,1,2010-12-01 00:06:35
13,3,2010-12-01 00:06:40
13,4,2010-12-01 00:06:45
13,5,2010-12-01 00:06:50
13,6,2010-12-01 00:06:55
13,7,2010-12-01 00:07:00
14,0,2010-12-01 00:07:05
14,3,2010-12-01 00:07:10
14,4,2010-12-01 00:07:15
14,5,2010-12-01 00:07:20
14,6,2010-12-01 00:07:25
14,7,2010-12-01 00:07:30
15,1,2010-12-01 00:07:35
15,3,2010-12-01 00:07:40
15,4,2010-12-01 00:07:45
15,5,2010-12-01 00:07:50
15,6,2010-12-01 00:07:55
15,7,2010-12-01 00:08:00
16,1,2010-12-01 00:08:05
16,2,2010-12-01 00:08:10
16,4,2010-12-01 00:08:15
16,5,2010-12-01 00:08:20
16,6,2010-12-01 00:08:25
16,7,2010-12-01 00:08:30
17,0,2010-12-01 00:08:35
17,3,2010-12-01 00:08:40
17,4,2010-12-01 00:08:45
17,5,2010-12-01 00:08:50
17,6,2010-12-01 00:08:55
17,7,2010-12-01 00:09:00
18,0,2010-12-01 00:09:05
18,3,2010-12-01 00:09:10
18,4,2010-12-01 00:09:15
18,5,2010-12-01 00:09:20
18,6,2010-12-01 00:09:25
18,7,2010-12-01 00:09:30
19,0,2010-12-01 00:09:35
19,3,2010-12-01 00:09:40
19,4,2010-12-01 00:09:45
19,5,2010-12-01 00:09:50
19,6,2010-12-01 00:09:55
19,7,2010-12-01 00:10:00
20,1,2010-12-01 00:10:05
20,2,2010-12-01 00:10:10
20,4,2010-12-01 00:10:15
20,5,2010-12-01 00:10:20
20,6,2010-12-01 00:10:25
20,7,2010-12-01 00:10:30
21,1,2010-12-01 00:10:35
21,2,2010-12-01 00:10:40
21,4,2010-12-01 00:10:45
21,5,2010-12-01 00:10:50
21,6,2010-12-01 00:10:55
21,7,2010-12-01 00:11:00
22,0,2010-12-01 00:11:05
22,3,2010-12-01 00:11:10
22,4,2010-12-01 00:11:15
22,5,2010-12-01 00:11:20
22,6,2010-12-01 00:11:25
22,7,2010-12-01 00:11:30
